Name,Address,Rooms,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Category,Grade,Final_Grade,Food_Type,Hotel_ID
COTTAGE TOURIST REST,"388/38, HARISCHANDRA MAWATHA, ANURADHAPURA",6,Anuradhapura,Anuradhapura,Anuradhapura East,80.416088,8.332007,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00592
SHESHESU GUEST HOUSE & WEDDING HALL,"SHESHESU GUEST HOUSE,OLD BATAPOLA ROAD,KURUDUGAHA HATAPMA,ELPITIYA.",6,Galle,Ambalangoda,Karandeniya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00593
SHEHARA HOTEL,"KOLAWAGAHAKANATHTHA,KOMANGODA,THIHAGODA.",5,Matara,Thihagoda Pradeshiya Sabha,Thihagoda Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00594
GIHANS FAMILY RESTAURANT AND GUEST,"NO 90, S. D. S JAYASINGHE MAWATHA, KOHUWALA",5,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,79.908237,6.857903,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00595
LINROSE HOTEL,"175/1, KANDY ROAD, ALUTHGAMA, BOGAMUWA, YAKKALA",9,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.048479,7.109119,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00596
DHARSHANA RESTAURANT,"MATARA ROAD, MAKANDURA",5,Matara,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,80.556558,6.138621,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00597
VILLA YASMIN,"VILLA YASMIN, MARADANA ROAD, MORAGALLA, BERUWALA",6,Kalutara,Beruwala Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00598
JADE WAY HOTEL & RESORT,"VIDYALOKA MAWATHA, PALLEGAMA EMBILIPITIYA",11,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00599
MONREPO GUEST HOUSE AND RESTAURANT,"NO 107, GALA JUNCTION KANDY ROAD KIRIBATHGODA",17,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,79.932947,6.984369,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00600
THE OTHER CORNER,"LAKSIRIGAMA, PALIGASWEWA, HABARANA",9,Anuradhapura,Anuradhapura,Anuradhapura East,80.742822,8.038626,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00601
NEW KOTHMALE HOLIDAY RESORT,"RIVER SIDE,MAWATURA,GAMPOLA.",5,Kandy,Gampola,Kandy Divisional Secretariat,80.594895,7.063906,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00602
HOTEL GREEN PALACE,"57/30, NITTAMBUWA ROAD, VEYANGODA",15,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00603
WAGON WHEEL,"245/1, HILL HOUSE GARDENS,DEHIWALA.",5,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.866431,6.851757,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00604
JAFFNA REST,"NO.16.RAJESHWARI WEETHI,NAYANAMARKADU,JAFFNA.",5,Jaffna,Jaffna,Thirukkovil Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00605
SOUTH STAR HOTEL,"KABALANA ROAD,KATHALUWA,AHANGAMA.",12,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00606
SOBA LANKA HOLIDAY RESORT,"BALAWATTALA ROAD, MELSIRIPURA.",9,Kurunegala,Ibbagamuwa Pradeshiya Sabha,Ibbagamuwa Divisional Secretariat,80.505763,7.626349,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00607
NEW WADDUWA BEACH RESORT,"NO 14, RATHNAYAKA PLACE, THALPITIYA SOUTH, WADDUWA",11,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.922276,6.673997,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00608
COLOMBO SWIMMING CLUB,"STORM LODGE, NO 148, GALLE ROAD, COLOMBO 03",17,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.847602,6.914766,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00609
RIVERDALE VILLAS,"NO 46, GALLE ROAD, MORAGALLA, ALUTHGAMA",8,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.990433,6.445542,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00610
NITHILA INN,"228/J, BANDARAGAMA ROAD, KESBEWA",6,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.940755,6.794258,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00611
DIL REST,"RATNAPURA ROAD, GURUGODA, HORANA",6,Kalutara,Horana Pradeshiya Sabha,Horana Divisional Secretariat,80.099906,6.730412,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00612
LAGOON VIEW GUEST HOUSE AND RESTAURANT,"STATION KANDA, HORAWALA, HABURUGALA",5,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00613
OCEAN VILLA,"NO. 14, JOHN KEELS HOUSING COMPLEX, PINWATTA, PANADURA",4,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.930813,6.655353,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00614
HILL TOP HOLIDAY INN,"NO. 150, KANDALANDA, HIGH LEVEL ROAD, HOMAGAMA",10,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00615
SYZYGY GARDEN,"NO. 475, KURUNDANKULAMA ANURADHAPURA",7,Anuradhapura,Anuradhapura,Anuradhapura East,80.446212,8.346319,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00616
KANRO HOLIDAY RESORT,"NO. 117, HANWELLA ROAD, TITTAPATHTHARA",7,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.084443,6.930542,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00617
THE MOUNTAIN HEAVENS,"KITHAL ELLA, ELLA",9,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046036,6.871162,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00618
SOLIS TOURIST REST,"NO. 217, NUPE, MATARA",10,Matara,Matara,Matara Divisional Secretariat,80.536898,5.948347,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00619
ANON REST,"YAPAGAMA, MATALE ROAD, DAMBULLA",18,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.653899,7.846443,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00620
HOTEL WESTEERN,"NO. 35, FRANKFURT PLACE, COLOMBO 04",44,Colombo,Colombo,Colombo Divisional Secretariat,79.855433,6.883914,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00621
HOTEL GREEN VALLEY,"OLD COLOMBO ROAD, HANWELLA",18,Colombo,Colombo,Colombo Divisional Secretariat,80.077071,6.909187,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00622
LAGOON GARDEN,"KALAWILAWATTA, MORAGALLA, ALUTHGAMA",5,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.991388,6.445224,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00623
GREENLANDS HOTEL,"3A, SHRUBERY GARDENS, BAMBALAPITIYA, COLOMBO 04",16,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00624
HOTEL ELEPHANT VIEW,"PINNAWALA, RAMBUKKANA",4,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.385921,7.298837,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00625
HOTEL ROSILU,"NO. 60/5/A, KANDY ROAD, THIHARIYA, KALAGEDIHENA",6,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.068738,7.124225,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00626
ISHAN HOTEL,"NO. 583, COLOMBO ROAD, UTUWANKANDA, MAWANELLA",10,Kegalle,Kegalle,Mawanella Divisional Secretariat,80.428744,7.2519,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00627
SURFING VILLA,"WELHANGODA, AHANGAMA,",6,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.348913,5.978203,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00628
HOTEL BLUE NOTE,"NO. 424, GALLE ROAD, HIKKADUWA",9,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.104097,6.12801,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00629
OLANKA HOTEL AND RESTAURANT,"NO. 9TH LANE, MILE POST, KARUWALAGASWEWA, PUTTLAM",8,Puttalam,Karuwalagaswewa Pradeshiya,Karuwalagaswewa Divisional Secretariat,79.959919,8.057558,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00630
OASIS GREEN GARDEN TOURISRT GUEST HOUSE,"UDUGAMPOLAWATTA, PAHALAGAMA, GAMPAHA",10,Gampaha,Gampaha,Gampaha Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00631
HOTEL SUMADAI,"NO. 61, BANDARAWATHTHA, BERUWALA",21,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.975532,6.467535,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00632
VILLA PALMA BEACH RESORT,"BEACH ROAD, PAMUNUGAMA, JA-ELA",19,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.84844,7.085179,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00633
AIR LINK REST INN,"NO. 580, NEGOMBO ROAD, SEEDUWA",15,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,79.877075,7.12633,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00634
AUBRONA HOTEL,"NO. 81, NEW ROAD, HUNUPITIYA WATTALA",50,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.907996,6.982729,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00635
HOTEL DHAMMIKA,"YADDEHIMULLA ROAD, UNAWATUNA, GALLE",6,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.246331,6.009779,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00636
AMICO RESTAURANT AND GUEST HOUSE,"NO. 138/1, GAMPOLA ROAD, NAWALAPITIYA.",5,Kandy,Pasbage Korale Pradeshiya Sabha,Koralai Pattu Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00637
AMALYA REACH RESORT,"NO. 556, MORAGAHAHENA ROAD, PITIPANA NORTH, HOMAGAMA",16,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.021092,6.840281,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00638
ASIAN JEWEL HOTEL,"""FIELD VIEW"", BADDEGAMA ROAD, NALAGASDENIYA, HIKKADUWA",7,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.118417,6.14168,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00639
NIPPON INN,"NO. 466, ARTIGALA ROAD, MEEGODA",6,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00640
TRANSEND HOLIDAY RESORT,"""THUSITHA"" , SIYAMBALAGODA, POLGASOWITA",5,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00641
LEOPARD DEN,"WILPATTU JUNCTION, PAHALAMARAGAHAWEWA",12,Anuradhapura,Anuradhapura,Anuradhapura East,80.202998,8.260678,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00642
NEW EVEREST CHINESE RESTAURANT AND GUEST HOUSE,"NO. 11/3, MANKADA ROAD, KADAWATHA",8,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00643
NEW IMPERIAL GUEST HOUSE,"NO. 500, GALLE ROAD, WEWALA, HIKKADUWA",5,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.10559,6.127181,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00644
SADAMIN GUEST HOUSE,"NO. 11, WEWELDUWA ROAD, HUNUPITIYA, WATTALA",10,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00645
NADEESHA HOLIDAY INN AND RESTAURANT,"MATHARA ROAD, KAMBURUPITIYA",6,Matara,Kamburupitiya Pradeshiya Sabha,Kamburupitiya Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00646
NEDAGAMUWA VILLAGE INN,"NO. 76, UDUGAMPOLA ROAD, NEDUGAMUWA, KOTUGODA",7,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.94518,7.122843,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00647
NEW DRAGON RESTAURANT AND GUEST HOUSE,"NO. 448, GALLE ROAD, NALLURUWA, PANADURA",5,Kalutara,Panadura Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00648
DIYALUMA FALLS INN,"NO. 14, DIYALUMA, KOSLANDA",9,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,81.030733,6.72828,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00649
NATHALIA TOURIST HOTEL,"NO. 636/1, LIYANAGEMULLA, SEEDUWA",12,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.874098,7.146048,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00650
RAASHI LAKE RESORT,"374/4, GALLE ROAD, GORAKANA, KESELWATTE",16,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.896623,6.764255,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00651
HOTEL THUSHARA,"WELIMADA ROAD, BORALANDA",10,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00652
SRI GEMUNU GUEST HOUSE,"DALAWELLA, UNAWATUNA, GALLE",20,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.262016,6.000509,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00653
VICTORIYA REACH TOURIST GUEST HOUSE,"133/2, HANGURANKETHA ROAD, GURUDENIYA.",6,Kandy,Kandy,Kandy Divisional Secretariat,80.673613,7.275099,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00654
VICTORY INN,"NO. 65, WELLAWAYA ROAD, MONARAGALA",12,Moneragala,Thissamaharama,Moneragala Divisional Secretariat,81.347934,6.868747,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00655
VARNIAS BEACH VILLA,"NO. 6/1, SEA VIEW ROAD, LEWIS PLACE, NEGOMBO",6,Gampaha,Negombo,Negombo Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00656
SUMMER CLUB,"RIVER VIEW ROAD, HIRANA, PANADURA",5,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.945353,6.743163,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00657
SASELL GUEST HOUSE,"NO. 224, OLD GALLE ROAD, PALLIMULLA, PANADURA",8,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00658
SANHINDA REST,"NO. 10, REGIS ILLEPERUMA MAWATHA, ULUVITIKE, GALLE",5,Galle,Bope,Bope-Poddala Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00659
SOLIS TOURIST GUEST HOUSE,"NO. 533 1/1, NAWALA ROAD, RAJAGIRIYA",14,Colombo,Sri Jayawardenapura-Kotte,Colombo Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00660
SOUTH BEACH RESORT,"POLOYAMODARA WATTHA, KATHALUWA, AHANGAMA",22,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.336367,5.982629,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00661
ST. LACHLAN HOTEL AND SUITES,"NO. 25, ST ANTHONYS LANE, ETHUKALA, NEGOMBO",16,Gampaha,Negombo,Negombo Divisional Secretariat,79.842631,7.24018,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00662
SEA VIEW GUEST HOUSE,"DEVALA ROAD, UNAWATUNA, GALLE",12,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.243747,6.010399,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00663
SANOWIN GUEST HOUSE AND RESTAURANT,"NO. 223/1, KANDALANDU, HIGH LEVEL ROAD, HOMAGAMA",5,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00664
RAINBOW BEACH VILLA,"NO. 30/1, DHARMAPALA ROAD, MOUNT LAVINIA",18,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00665
SERENE BRIDGE RESORT,"NO. 182/2, HIGH LEVEL ROAD, WATARAKA, PADUKKA",10,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.078141,6.854048,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00666
HOTEL MIYORA,"YATIBERIYA, PITAWALA, NAWALAPITIYA",22,Nuwara Eliya,Nawalapitiya,Nuwara Eliya Divisional Secretariat,80.43517,6.990179,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00667
OLD FASHION GUEST HOUSE,"NO. 18, GAMPAHA ROAD, AMBAGAHAWATTA, MINUWANGODA",5,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.94703,7.163702,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00668
HOTEL WINDSURF,"NO. 15A, DE ZOYSA AVANUE, MOUNT LAVINIYA",12,Colombo,Colombo,Ratmalana Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00669
HIDEAWAY RESORT,"ULLE, POTTUVIL",13,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831908,6.841615,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00670
SUNRAY INN,"NO. 156, KANDY ROAD, DAMBULLA",8,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.652218,7.861287,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00671
OCEAN VIEW TOUR INN,"NO. 34/4, DE SERAM ROAD, MOUNT LAVINIYA",23,Colombo,Colombo,Mount Lavinia,79.863653,6.839774,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00672
GREEN INN RESTAURANT,"NO.60, KANDY ROAD, CHUNDIKULI, JAFFNA",7,Jaffna,Jaffna,Aluthgama,80.027023,9.660214,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00673
NEW GREEN INN RESTAURANT,"NO.258/3, KANDY ROAD, JAFFNA",7,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.027023,9.660209,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00674
PILLAIAR INN AND PILLAIAR STORES,"NO. 31, MANIPAY ROAD, JAFFNA",22,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009551,9.670069,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00675
NILARA INN,"AMBAGAMUWA, UDABULATHGAMA",12,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00676
JAYS HOLIDAY RESORT,"THREESINGHAGAMA, MORAGASWAWE, HABARANA",8,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.76564,8.029694,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00677
HOTEL REFRESH,"KATHARAGAMA ROAD, PUNCHI AKURUGODA, THISSAMAHARAMA",5,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00678
J.CS VILLAGE,"NO. 175, KANDY ROAD, KAPUWATTA, DAMBULLA",12,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.655484,7.838936,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00679
JAFFNA CITY HOTEL,"NO. 70/06, K. K. S ROAD, JAFFNA",8,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009635,9.665792,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00680
JOES HABARANA VILLAGE,"NO. 107, MILE POST, KIMBISSA.",12,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.72963,7.997661,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00681
NATURE TRAILS HOTEL,"NO. 234, POLONNARUWA ROAD, GIRITHALE",6,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.959299,8.029267,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00682
SUPERSTAR TOURIST INN,"NO. 23/1, YARD ROAD, KALMUNAI 01",15,Ampara,Kalmunai,Kalmunai Divisional Secretariat,81.824219,7.420669,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00683
HOTEL SANSU,"NO.651/31- B, ELVITIGALA MAWATHA, COLOMBO 05",18,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.877542,6.888832,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00684
KINGDOM REST INN,"NO. 174/3, MEEPE JUNCTION, PADUKKA",5,Colombo,Colombo,Padukka Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00685
CEYLAN HOTEL,"""IVIES B"",HATTON ROAD,YATIYANTOTA",11,Kegalle,Yatiyantota Pradeshiya Sabha,Kegalle Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00686
GREEN GRASS HOTEL & RESTAURANT,"NO. 33, ASEERVATHAM LANE, HOSPITAL ROAD, JAFFNA",25,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.021882,9.664293,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00687
K. J SENIOR CITIZENS RECREATION CLUB,"NO:100 E,BOPITIYA ROAD,USWETAKEIYAWA",7,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00688
OCEAN DREAMS HOTEL,"JANISGEWATTA,""ARANWALA"",MATARA RD,AHANGAMA",13,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.376404,5.966579,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00689
ROYAL GRAND HOTEL AND RESTAURANT,"PUTTALAM ROAD ,KELIMUNE,MAHAKELIYA",6,Kurunegala,Wariyapola Pradeshiya Sabha,Bamunakotuwa Divisional Secretariat,,,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00690
S.T .RAAJ RESTAURANT AND GUEST HOUSE,"OLD HOSPITAL ROAD,AKKARAIPATTU-09",6,Ampara,Ampara,Alayadiwembu Divisional Secretariat,81.856883,7.206247,Guest Houses(1),C,budget,Veg & Non-Veg,SL_HOTEL_00691
WASANTHA GUEST HOUSE & RESTAURANT,"AMBALANGODA ROAD,ELPITIYTA.",18,Galle,Ambalangoda,Elpitiya Divisional Secretariat,80.054295,6.232812,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00692
SEVENTH HEAVEN HOTEL,"26TH MILE,KANDY ROAD,NITTAMBUWA.",14,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00693
LALUNA HOTEL,"NO.6,KALUWAMODARA,ALUTHGAMA.",14,Kalutara,Aluthgama,Aluthgama,79.994732,6.435952,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00694
BEACH VIEW GUEST HOUSE,"LION PUB,220 GALLE ROAD,MOUNT LAVINIA.",14,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,,,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00695
HOTEL SELLA REST,"NO.46, KANAKAPURAM ROAD, UTHAYANGAR WEST, KILINOCHCHI.",10,Kilinochchi,Karachchi,Karachchi,80.396111,9.383397,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00696
"TAPROSPA ""TISSA""","NO.15,TISSAWEWA ROAD,TISSAMAHARAMA.",15,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.290697,6.291296,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00697
PALACE MIRISSA,"KOPPARAMULLA,MIRISSA.",13,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.454304,5.94293,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00698
LOON TAO,"43\12 BEACH ROAD,MOUNT LAVINIA.",5,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,79.863186,6.839039,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00699
BEACH HOTEL BLACK ORCHID,"GALLE ROAD, KIKAWALA, INDURUWA",10,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.009809,6.381604,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00700
CHAYANIKA BEACH HOTEL,"NO. 21, FONSEKA LANE, KALUTARA NORTH",22,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.954171,6.595533,Guest Houses(1),A,superior,Veg & Non-Veg,SL_HOTEL_00701
SERENDIPITY HOLIDAY RESORT,"NO. 73/1 A, KALAVILAWATTA, KALUWAMODARA, ALUTHGAMA",9,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.989221,6.447703,Guest Houses(1),B,standard,Veg & Non-Veg,SL_HOTEL_00702
